split,sentence_id,token_id,token,label
train,201,13,.,O
train,202,1,Fatima,B-PERSON
train,202,2,Noor,I-PERSON
train,202,3,presented,O
train,202,4,a,O
train,202,5,project,O
train,202,6,on,O
train,202,7,Hugging,B-DOMAIN_TERM
train,202,8,Face,I-DOMAIN_TERM
train,202,9,Transformers,I-DOMAIN_TERM
train,202,10,at,O
train,202,11,Confiz,B-ORGANIZATION
train,202,12,during,O
train,202,13,tomorrow,B-DATE
train,202,14,.,O
train,203,1,Lahore,B-ORGANIZATION
train,203,2,University,I-ORGANIZATION
train,203,3,of,I-ORGANIZATION
train,203,4,Management,I-ORGANIZATION
train,203,5,Sciences,I-ORGANIZATION
train,203,6,announced,O
train,203,7,a,O
train,203,8,new,O
train,203,9,LangChain,B-DOMAIN_TERM
train,203,10,team,O
train,203,11,in,O
train,203,12,Pakistan,B-LOCATION
train,203,13,on,O
train,203,14,5,B-DATE
train,203,15,May,I-DATE
train,203,16,2026,I-DATE
train,203,17,.,O
train,204,1,Mahnoor,B-PERSON
train,204,2,Rehman,I-PERSON
train,204,3,is,O
train,204,4,an,O
train,204,5,engineer,O
train,204,6,from,O
train,204,7,Karachi,B-LOCATION
train,204,8,with,O
train,204,9,experience,O
train,204,10,in,O
train,204,11,retrieval,B-DOMAIN_TERM
train,204,12,augmented,I-DOMAIN_TERM
train,204,13,generation,I-DOMAIN_TERM
train,204,14,.,O
train,205,1,Confiz,B-ORGANIZATION
train,205,2,is,O
train,205,3,hiring,O
train,205,4,graduates,O
train,205,5,skilled,O
train,205,6,in,O
train,205,7,token,B-DOMAIN_TERM
train,205,8,classification,I-DOMAIN_TERM
train,205,9,for,O
train,205,10,its,O
train,205,11,Dubai,B-LOCATION
train,205,12,office,O
train,205,13,.,O
train,206,1,Jamal,B-PERSON
train,206,2,Masood,I-PERSON
train,206,3,will,O
train,206,4,attend,O
train,206,5,an,O
train,206,6,interview,O
train,206,7,at,O
train,206,8,Lahore,B-ORGANIZATION
train,206,9,University,I-ORGANIZATION
train,206,10,of,I-ORGANIZATION
train,206,11,Management,I-ORGANIZATION
train,206,12,Sciences,I-ORGANIZATION
train,206,13,on,O
train,206,14,January,B-DATE
train,206,15,2025,I-DATE
train,206,16,.,O
train,207,1,The,O
train,207,2,semantic,B-DOMAIN_TERM
train,207,3,search,I-DOMAIN_TERM
train,207,4,system,O
train,207,5,was,O
train,207,6,developed,O
train,207,7,by,O
train,207,8,Systems,B-ORGANIZATION
train,207,9,Limited,I-ORGANIZATION
train,207,10,in,O
train,207,11,Doha,B-LOCATION
train,207,12,.,O
train,208,1,Usman,B-PERSON
train,208,2,Malik,I-PERSON
train,208,3,used,O
train,208,4,Hugging,B-DOMAIN_TERM
train,208,5,Face,I-DOMAIN_TERM
train,208,6,Transformers,I-DOMAIN_TERM
train,208,7,to,O
train,208,8,improve,O
train,208,9,a,O
train,208,10,product,O
train,208,11,built,O
train,208,12,for,O
train,208,13,Punjab,B-ORGANIZATION
train,208,14,University,I-ORGANIZATION
train,208,15,.,O
train,209,1,Data,B-ORGANIZATION
train,209,2,Science,I-ORGANIZATION
train,209,3,Lab,I-ORGANIZATION
train,209,4,released,O
train,209,5,its,O
train,209,6,token,B-DOMAIN_TERM
train,209,7,classification,I-DOMAIN_TERM
train,209,8,research,O
train,209,9,report,O
train,209,10,in,O
train,209,11,September,B-DATE
train,209,12,2026,I-DATE
train,209,13,.,O
train,210,1,Nida,B-PERSON
train,210,2,Aslam,I-PERSON
train,210,3,moved,O
train,210,4,to,O
train,210,5,Riyadh,B-LOCATION
train,210,6,in,O
train,210,7,26,B-DATE
train,210,8,June,I-DATE
train,210,9,2026,I-DATE
train,210,10,and,O
train,210,11,started,O
train,210,12,learning,O
train,210,13,deep,B-DOMAIN_TERM
train,210,14,learning,I-DOMAIN_TERM
train,210,15,.,O
validation,211,1,Ayesha,B-PERSON
validation,211,2,Khan,I-PERSON
validation,211,3,joined,O
validation,211,4,CureMD,B-ORGANIZATION
validation,211,5,in,O
validation,211,6,Gulberg,B-LOCATION
validation,211,7,Lahore,I-LOCATION
validation,211,8,on,O
validation,211,9,December,B-DATE
validation,211,10,2025,I-DATE
validation,211,11,to,O
validation,211,12,work,O
validation,211,13,on,O
validation,211,14,large,B-DOMAIN_TERM
validation,211,15,language,I-DOMAIN_TERM
validation,211,16,models,I-DOMAIN_TERM
validation,211,17,.,O
validation,212,1,Ali,B-PERSON
validation,212,2,Raza,I-PERSON
validation,212,3,presented,O
validation,212,4,a,O
validation,212,5,project,O
validation,212,6,on,O
validation,212,7,REST,B-DOMAIN_TERM
validation,212,8,API,I-DOMAIN_TERM
validation,212,9,at,O
validation,212,10,Afiniti,B-ORGANIZATION
validation,212,11,during,O
validation,212,12,15,B-DATE
validation,212,13,July,I-DATE
validation,212,14,2026,I-DATE
validation,212,15,.,O
validation,213,1,Arbisoft,B-ORGANIZATION
validation,213,2,announced,O
validation,213,3,a,O
validation,213,4,new,O
validation,213,5,REST,B-DOMAIN_TERM
validation,213,6,API,I-DOMAIN_TERM
validation,213,7,team,O
validation,213,8,in,O
validation,213,9,Islamabad,B-LOCATION
validation,213,10,on,O
validation,213,11,5,B-DATE
validation,213,12,May,I-DATE
validation,213,13,2026,I-DATE
validation,213,14,.,O
validation,214,1,Maryam,B-PERSON
validation,214,2,Tariq,I-PERSON
validation,214,3,is,O
validation,214,4,an,O
validation,214,5,engineer,O
validation,214,6,from,O
validation,214,7,Rawalpindi,B-LOCATION
validation,214,8,with,O
validation,214,9,experience,O
validation,214,10,in,O
validation,214,11,LangGraph,B-DOMAIN_TERM
validation,214,12,.,O
validation,215,1,OpenAI,B-ORGANIZATION
validation,215,2,is,O
validation,215,3,hiring,O
validation,215,4,graduates,O
validation,215,5,skilled,O
validation,215,6,in,O
validation,215,7,data,B-DOMAIN_TERM
validation,215,8,preprocessing,I-DOMAIN_TERM
validation,215,9,for,O
validation,215,10,its,O
validation,215,11,Pakistan,B-LOCATION
validation,215,12,office,O
validation,215,13,.,O
validation,216,1,Zainab,B-PERSON
validation,216,2,Iqbal,I-PERSON
validation,216,3,will,O
validation,216,4,attend,O
validation,216,5,an,O
validation,216,6,interview,O
validation,216,7,at,O
validation,216,8,National,B-ORGANIZATION
validation,216,9,University,I-ORGANIZATION
validation,216,10,of,I-ORGANIZATION
validation,216,11,Sciences,I-ORGANIZATION
validation,216,12,and,I-ORGANIZATION
validation,216,13,Technology,I-ORGANIZATION
validation,216,14,on,O
validation,216,15,next,B-DATE
validation,216,16,Friday,I-DATE
validation,216,17,.,O
validation,217,1,The,O
validation,217,2,PyTorch,B-DOMAIN_TERM
validation,217,3,system,O
validation,217,4,was,O
validation,217,5,developed,O
validation,217,6,by,O
validation,217,7,CureMD,B-ORGANIZATION
validation,217,8,in,O
validation,217,9,Gulberg,B-LOCATION
validation,217,10,Lahore,I-LOCATION
validation,217,11,.,O
validation,218,1,Maryam,B-PERSON
validation,218,2,Tariq,I-PERSON
validation,218,3,used,O
validation,218,4,data,B-DOMAIN_TERM
validation,218,5,preprocessing,I-DOMAIN_TERM
validation,218,6,to,O
validation,218,7,improve,O
validation,218,8,a,O
validation,218,9,product,O
validation,218,10,built,O
validation,218,11,for,O
validation,218,12,OpenAI,B-ORGANIZATION
validation,218,13,.,O
validation,219,1,National,B-ORGANIZATION
validation,219,2,University,I-ORGANIZATION
validation,219,3,of,I-ORGANIZATION
validation,219,4,Sciences,I-ORGANIZATION
validation,219,5,and,I-ORGANIZATION
validation,219,6,Technology,I-ORGANIZATION
validation,219,7,released,O
validation,219,8,its,O
validation,219,9,retrieval,B-DOMAIN_TERM
validation,219,10,augmented,I-DOMAIN_TERM
validation,219,11,generation,I-DOMAIN_TERM
validation,219,12,research,O
validation,219,13,report,O
validation,219,14,in,O
validation,219,15,today,B-DATE
validation,219,16,.,O
validation,220,1,Bilal,B-PERSON
validation,220,2,Hussain,I-PERSON
validation,220,3,moved,O
validation,220,4,to,O
validation,220,5,Karachi,B-LOCATION
validation,220,6,in,O
validation,220,7,January,B-DATE
validation,220,8,2025,I-DATE
validation,220,9,and,O
validation,220,10,started,O
validation,220,11,learning,O
validation,220,12,transformer,B-DOMAIN_TERM
validation,220,13,architecture,I-DOMAIN_TERM
validation,220,14,.,O
validation,221,1,Fatima,B-PERSON
validation,221,2,Noor,I-PERSON
validation,221,3,joined,O
validation,221,4,Google,B-ORGANIZATION
validation,221,5,in,O
validation,221,6,Karachi,B-LOCATION
validation,221,7,on,O
validation,221,8,January,B-DATE
validation,221,9,2025,I-DATE
validation,221,10,to,O
validation,221,11,work,O
validation,221,12,on,O
validation,221,13,machine,B-DOMAIN_TERM
validation,221,14,learning,I-DOMAIN_TERM
validation,221,15,.,O
validation,222,1,Sana,B-PERSON
validation,222,2,Javed,I-PERSON
validation,222,3,presented,O
validation,222,4,a,O
validation,222,5,project,O
validation,222,6,on,O
validation,222,7,Hugging,B-DOMAIN_TERM
validation,222,8,Face,I-DOMAIN_TERM
validation,222,9,Transformers,I-DOMAIN_TERM
validation,222,10,at,O
validation,222,11,Microsoft,B-ORGANIZATION
validation,222,12,Pakistan,I-ORGANIZATION
validation,222,13,during,O
validation,222,14,September,B-DATE
validation,222,15,2026,I-DATE
validation,222,16,.,O
validation,223,1,Systems,B-ORGANIZATION
validation,223,2,Limited,I-ORGANIZATION
validation,223,3,announced,O
validation,223,4,a,O
validation,223,5,new,O
validation,223,6,semantic,B-DOMAIN_TERM
validation,223,7,search,I-DOMAIN_TERM
validation,223,8,team,O
validation,223,9,in,O
validation,223,10,Rawalpindi,B-LOCATION
validation,223,11,on,O
validation,223,12,March,B-DATE
validation,223,13,2026,I-DATE
validation,223,14,.,O
validation,224,1,Maryam,B-PERSON
validation,224,2,Tariq,I-PERSON
validation,224,3,is,O
validation,224,4,an,O
validation,224,5,engineer,O
validation,224,6,from,O
validation,224,7,Gulberg,B-LOCATION
validation,224,8,Lahore,I-LOCATION
validation,224,9,with,O
validation,224,10,experience,O
validation,224,11,in,O
validation,224,12,named,B-DOMAIN_TERM
validation,224,13,entity,I-DOMAIN_TERM
validation,224,14,recognition,I-DOMAIN_TERM
validation,224,15,.,O
validation,225,1,Pakistani,B-ORGANIZATION
validation,225,2,Software,I-ORGANIZATION
validation,225,3,Export,I-ORGANIZATION
validation,225,4,Board,I-ORGANIZATION
validation,225,5,is,O
validation,225,6,hiring,O
validation,225,7,graduates,O
validation,225,8,skilled,O
validation,225,9,in,O
validation,225,10,feature,B-DOMAIN_TERM
validation,225,11,engineering,I-DOMAIN_TERM
validation,225,12,for,O
validation,225,13,its,O
validation,225,14,Faisalabad,B-LOCATION
validation,225,15,office,O
validation,225,16,.,O
validation,226,1,Saad,B-PERSON
validation,226,2,Qureshi,I-PERSON
validation,226,3,will,O
validation,226,4,attend,O
validation,226,5,an,O
validation,226,6,interview,O
validation,226,7,at,O
validation,226,8,Punjab,B-ORGANIZATION
validation,226,9,University,I-ORGANIZATION
validation,226,10,on,O
validation,226,11,October,B-DATE
validation,226,12,2026,I-DATE
validation,226,13,.,O
validation,227,1,The,O
validation,227,2,feature,B-DOMAIN_TERM
validation,227,3,engineering,I-DOMAIN_TERM
validation,227,4,system,O
validation,227,5,was,O
validation,227,6,developed,O
validation,227,7,by,O
validation,227,8,NetSol,B-ORGANIZATION
validation,227,9,Technologies,I-ORGANIZATION
validation,227,10,in,O
validation,227,11,Doha,B-LOCATION
validation,227,12,.,O
validation,228,1,Usman,B-PERSON
validation,228,2,Malik,I-PERSON
validation,228,3,used,O
validation,228,4,computer,B-DOMAIN_TERM
validation,228,5,vision,I-DOMAIN_TERM
validation,228,6,to,O
validation,228,7,improve,O
validation,228,8,a,O
validation,228,9,product,O
validation,228,10,built,O
validation,228,11,for,O
validation,228,12,Pakistani,B-ORGANIZATION
validation,228,13,Software,I-ORGANIZATION
validation,228,14,Export,I-ORGANIZATION
validation,228,15,Board,I-ORGANIZATION
validation,228,16,.,O
validation,229,1,Systems,B-ORGANIZATION
validation,229,2,Limited,I-ORGANIZATION
validation,229,3,released,O
validation,229,4,its,O
validation,229,5,token,B-DOMAIN_TERM
validation,229,6,classification,I-DOMAIN_TERM
validation,229,7,research,O
validation,229,8,report,O
validation,229,9,in,O
validation,229,10,5,B-DATE
validation,229,11,May,I-DATE
validation,229,12,2026,I-DATE
validation,229,13,.,O
validation,230,1,Mahnoor,B-PERSON
validation,230,2,Rehman,I-PERSON
validation,230,3,moved,O
validation,230,4,to,O
validation,230,5,Gulberg,B-LOCATION
validation,230,6,Lahore,I-LOCATION
validation,230,7,in,O
validation,230,8,September,B-DATE
validation,230,9,2026,I-DATE
validation,230,10,and,O
validation,230,11,started,O
validation,230,12,learning,O
validation,230,13,token,B-DOMAIN_TERM
validation,230,14,classification,I-DOMAIN_TERM
validation,230,15,.,O
validation,231,1,Omar,B-PERSON
validation,231,2,Farooq,I-PERSON
validation,231,3,joined,O
validation,231,4,NetSol,B-ORGANIZATION
validation,231,5,Technologies,I-ORGANIZATION
validation,231,6,in,O
validation,231,7,Riyadh,B-LOCATION
validation,231,8,on,O
validation,231,9,tomorrow,B-DATE
validation,231,10,to,O
validation,231,11,work,O
validation,231,12,on,O
validation,231,13,token,B-DOMAIN_TERM
validation,231,14,classification,I-DOMAIN_TERM
validation,231,15,.,O
validation,232,1,Danish,B-PERSON
validation,232,2,Ali,I-PERSON
validation,232,3,presented,O
validation,232,4,a,O
validation,232,5,project,O
validation,232,6,on,O
validation,232,7,Hugging,B-DOMAIN_TERM
validation,232,8,Face,I-DOMAIN_TERM
validation,232,9,Transformers,I-DOMAIN_TERM
validation,232,10,at,O
validation,232,11,CureMD,B-ORGANIZATION
validation,232,12,during,O
validation,232,13,1,B-DATE
validation,232,14,August,I-DATE
validation,232,15,2026,I-DATE
validation,232,16,.,O
validation,233,1,NetSol,B-ORGANIZATION
validation,233,2,Technologies,I-ORGANIZATION
validation,233,3,announced,O
validation,233,4,a,O
validation,233,5,new,O
validation,233,6,PyTorch,B-DOMAIN_TERM
validation,233,7,team,O
validation,233,8,in,O
validation,233,9,Pakistan,B-LOCATION
validation,233,10,on,O
validation,233,11,June,B-DATE
validation,233,12,2026,I-DATE
validation,233,13,.,O
validation,234,1,Ahmed,B-PERSON
validation,234,2,Rauf,I-PERSON
validation,234,3,is,O
validation,234,4,an,O
validation,234,5,engineer,O
validation,234,6,from,O
validation,234,7,Faisalabad,B-LOCATION
validation,234,8,with,O
validation,234,9,experience,O
validation,234,10,in,O
validation,234,11,named,B-DOMAIN_TERM
validation,234,12,entity,I-DOMAIN_TERM
validation,234,13,recognition,I-DOMAIN_TERM
validation,234,14,.,O
validation,235,1,Punjab,B-ORGANIZATION
validation,235,2,University,I-ORGANIZATION
validation,235,3,is,O
validation,235,4,hiring,O
validation,235,5,graduates,O
validation,235,6,skilled,O
validation,235,7,in,O
validation,235,8,REST,B-DOMAIN_TERM
validation,235,9,API,I-DOMAIN_TERM
validation,235,10,for,O
validation,235,11,its,O
validation,235,12,Gulberg,B-LOCATION
validation,235,13,Lahore,I-LOCATION
validation,235,14,office,O
validation,235,15,.,O
validation,236,1,Saad,B-PERSON
validation,236,2,Qureshi,I-PERSON
validation,236,3,will,O
validation,236,4,attend,O
validation,236,5,an,O
validation,236,6,interview,O
validation,236,7,at,O
validation,236,8,Systems,B-ORGANIZATION
validation,236,9,Limited,I-ORGANIZATION
validation,236,10,on,O
validation,236,11,today,B-DATE
validation,236,12,.,O
validation,237,1,The,O
validation,237,2,deep,B-DOMAIN_TERM
validation,237,3,learning,I-DOMAIN_TERM
validation,237,4,system,O
validation,237,5,was,O
validation,237,6,developed,O
validation,237,7,by,O
validation,237,8,Systems,B-ORGANIZATION
validation,237,9,Limited,I-ORGANIZATION
validation,237,10,in,O
validation,237,11,Johar,B-LOCATION
validation,237,12,Town,I-LOCATION
validation,237,13,.,O
validation,238,1,Nida,B-PERSON
validation,238,2,Aslam,I-PERSON
validation,238,3,used,O
validation,238,4,BIO,B-DOMAIN_TERM
validation,238,5,tagging,I-DOMAIN_TERM
validation,238,6,to,O
validation,238,7,improve,O
validation,238,8,a,O
validation,238,9,product,O
validation,238,10,built,O
validation,238,11,for,O
validation,238,12,Google,B-ORGANIZATION
validation,238,13,.,O
validation,239,1,OpenAI,B-ORGANIZATION
validation,239,2,released,O
validation,239,3,its,O
validation,239,4,Hugging,B-DOMAIN_TERM
validation,239,5,Face,I-DOMAIN_TERM
validation,239,6,Transformers,I-DOMAIN_TERM
validation,239,7,research,O
validation,239,8,report,O
validation,239,9,in,O
validation,239,10,today,B-DATE
validation,239,11,.,O
validation,240,1,Ali,B-PERSON
validation,240,2,Raza,I-PERSON
validation,240,3,moved,O
validation,240,4,to,O
validation,240,5,Dubai,B-LOCATION
validation,240,6,in,O
validation,240,7,next,B-DATE
validation,240,8,Friday,I-DATE
validation,240,9,and,O
validation,240,10,started,O
validation,240,11,learning,O
validation,240,12,vector,B-DOMAIN_TERM
validation,240,13,database,I-DOMAIN_TERM
validation,240,14,.,O
validation,241,1,Ahmed,B-PERSON
validation,241,2,Rauf,I-PERSON
validation,241,3,joined,O
validation,241,4,Punjab,B-ORGANIZATION
validation,241,5,University,I-ORGANIZATION
validation,241,6,in,O
validation,241,7,Karachi,B-LOCATION
validation,241,8,on,O
validation,241,9,April,B-DATE
validation,241,10,2025,I-DATE
validation,241,11,to,O
validation,241,12,work,O
validation,241,13,on,O
validation,241,14,deep,B-DOMAIN_TERM
validation,241,15,learning,I-DOMAIN_TERM
validation,241,16,.,O
validation,242,1,Ahmed,B-PERSON
validation,242,2,Rauf,I-PERSON
validation,242,3,presented,O
validation,242,4,a,O
validation,242,5,project,O
validation,242,6,on,O
validation,242,7,token,B-DOMAIN_TERM
validation,242,8,classification,I-DOMAIN_TERM
validation,242,9,at,O
validation,242,10,Afiniti,B-ORGANIZATION
validation,242,11,during,O
validation,242,12,December,B-DATE
validation,242,13,2025,I-DATE
validation,242,14,.,O
validation,243,1,Data,B-ORGANIZATION
validation,243,2,Science,I-ORGANIZATION
validation,243,3,Lab,I-ORGANIZATION
validation,243,4,announced,O
validation,243,5,a,O
validation,243,6,new,O
validation,243,7,natural,B-DOMAIN_TERM
validation,243,8,language,I-DOMAIN_TERM
validation,243,9,processing,I-DOMAIN_TERM
validation,243,10,team,O
validation,243,11,in,O
validation,243,12,Johar,B-LOCATION
validation,243,13,Town,I-LOCATION
validation,243,14,on,O
validation,243,15,1,B-DATE
validation,243,16,August,I-DATE
validation,243,17,2026,I-DATE
validation,243,18,.,O
validation,244,1,Omar,B-PERSON
validation,244,2,Farooq,I-PERSON
validation,244,3,is,O
validation,244,4,an,O
validation,244,5,engineer,O
validation,244,6,from,O
validation,244,7,Dubai,B-LOCATION
validation,244,8,with,O
validation,244,9,experience,O
validation,244,10,in,O
validation,244,11,vector,B-DOMAIN_TERM
validation,244,12,database,I-DOMAIN_TERM
validation,244,13,.,O
validation,245,1,National,B-ORGANIZATION
validation,245,2,University,I-ORGANIZATION
validation,245,3,of,I-ORGANIZATION
validation,245,4,Sciences,I-ORGANIZATION
validation,245,5,and,I-ORGANIZATION
validation,245,6,Technology,I-ORGANIZATION
validation,245,7,is,O
validation,245,8,hiring,O
validation,245,9,graduates,O
validation,245,10,skilled,O
validation,245,11,in,O
validation,245,12,LangChain,B-DOMAIN_TERM
validation,245,13,for,O
validation,245,14,its,O
validation,245,15,Abu,B-LOCATION
validation,245,16,Dhabi,I-LOCATION
validation,245,17,office,O
validation,245,18,.,O
validation,246,1,Jamal,B-PERSON
validation,246,2,Masood,I-PERSON
validation,246,3,will,O
validation,246,4,attend,O
validation,246,5,an,O
validation,246,6,interview,O
validation,246,7,at,O
validation,246,8,Punjab,B-ORGANIZATION
validation,246,9,University,I-ORGANIZATION
validation,246,10,on,O
validation,246,11,1,B-DATE
validation,246,12,August,I-DATE
validation,246,13,2026,I-DATE
validation,246,14,.,O
validation,247,1,The,O
validation,247,2,prompt,B-DOMAIN_TERM
validation,247,3,engineering,I-DOMAIN_TERM
validation,247,4,system,O
validation,247,5,was,O
validation,247,6,developed,O
validation,247,7,by,O
validation,247,8,Systems,B-ORGANIZATION
validation,247,9,Limited,I-ORGANIZATION
validation,247,10,in,O
validation,247,11,Rawalpindi,B-LOCATION
validation,247,12,.,O
validation,248,1,Mahnoor,B-PERSON
validation,248,2,Rehman,I-PERSON
validation,248,3,used,O
validation,248,4,spaCy,B-DOMAIN_TERM
validation,248,5,to,O
validation,248,6,improve,O
validation,248,7,a,O
validation,248,8,product,O
validation,248,9,built,O
validation,248,10,for,O
validation,248,11,National,B-ORGANIZATION
validation,248,12,University,I-ORGANIZATION
validation,248,13,of,I-ORGANIZATION
validation,248,14,Sciences,I-ORGANIZATION
validation,248,15,and,I-ORGANIZATION
validation,248,16,Technology,I-ORGANIZATION
validation,248,17,.,O
validation,249,1,Confiz,B-ORGANIZATION
validation,249,2,released,O
validation,249,3,its,O
validation,249,4,computer,B-DOMAIN_TERM
validation,249,5,vision,I-DOMAIN_TERM
validation,249,6,research,O
validation,249,7,report,O
validation,249,8,in,O
validation,249,9,1,B-DATE
validation,249,10,August,I-DATE
validation,249,11,2026,I-DATE
validation,249,12,.,O
validation,250,1,Maryam,B-PERSON
validation,250,2,Tariq,I-PERSON
validation,250,3,moved,O
validation,250,4,to,O
validation,250,5,Silicon,B-LOCATION
validation,250,6,Valley,I-LOCATION
validation,250,7,in,O
validation,250,8,tomorrow,B-DATE
validation,250,9,and,O
validation,250,10,started,O
validation,250,11,learning,O
validation,250,12,Hugging,B-DOMAIN_TERM
validation,250,13,Face,I-DOMAIN_TERM
validation,250,14,Transformers,I-DOMAIN_TERM
validation,250,15,.,O
validation,251,1,Sara,B-PERSON
validation,251,2,Ahmed,I-PERSON
validation,251,3,joined,O
validation,251,4,Systems,B-ORGANIZATION
validation,251,5,Limited,I-ORGANIZATION
validation,251,6,in,O
validation,251,7,United,B-LOCATION
validation,251,8,Arab,I-LOCATION
validation,251,9,Emirates,I-LOCATION
validation,251,10,on,O
validation,251,11,September,B-DATE
validation,251,12,2026,I-DATE
validation,251,13,to,O
validation,251,14,work,O
validation,251,15,on,O
validation,251,16,transformer,B-DOMAIN_TERM
validation,251,17,architecture,I-DOMAIN_TERM
validation,251,18,.,O
validation,252,1,Fatima,B-PERSON
validation,252,2,Noor,I-PERSON
validation,252,3,presented,O
validation,252,4,a,O
validation,252,5,project,O
validation,252,6,on,O
validation,252,7,LangGraph,B-DOMAIN_TERM
validation,252,8,at,O
validation,252,9,CureMD,B-ORGANIZATION
validation,252,10,during,O
validation,252,11,June,B-DATE
validation,252,12,2026,I-DATE
validation,252,13,.,O
validation,253,1,NetSol,B-ORGANIZATION
validation,253,2,Technologies,I-ORGANIZATION
validation,253,3,announced,O
validation,253,4,a,O
validation,253,5,new,O
validation,253,6,large,B-DOMAIN_TERM
validation,253,7,language,I-DOMAIN_TERM
validation,253,8,models,I-DOMAIN_TERM
validation,253,9,team,O
validation,253,10,in,O
validation,253,11,Rawalpindi,B-LOCATION
validation,253,12,on,O
validation,253,13,April,B-DATE
validation,253,14,2025,I-DATE
validation,253,15,.,O
validation,254,1,Omar,B-PERSON
validation,254,2,Farooq,I-PERSON
validation,254,3,is,O
validation,254,4,an,O
validation,254,5,engineer,O
validation,254,6,from,O
validation,254,7,United,B-LOCATION
validation,254,8,Arab,I-LOCATION
validation,254,9,Emirates,I-LOCATION
validation,254,10,with,O
validation,254,11,experience,O
validation,254,12,in,O
validation,254,13,computer,B-DOMAIN_TERM
validation,254,14,vision,I-DOMAIN_TERM
validation,254,15,.,O
validation,255,1,Pakistani,B-ORGANIZATION
validation,255,2,Software,I-ORGANIZATION
validation,255,3,Export,I-ORGANIZATION
validation,255,4,Board,I-ORGANIZATION
validation,255,5,is,O
validation,255,6,hiring,O
validation,255,7,graduates,O
validation,255,8,skilled,O
validation,255,9,in,O
validation,255,10,LangChain,B-DOMAIN_TERM
validation,255,11,for,O
validation,255,12,its,O
validation,255,13,Saudi,B-LOCATION
validation,255,14,Arabia,I-LOCATION
validation,255,15,office,O
validation,255,16,.,O
test,256,1,Bilal,B-PERSON
test,256,2,Hussain,I-PERSON
test,256,3,will,O
test,256,4,attend,O
test,256,5,an,O
test,256,6,interview,O
test,256,7,at,O
test,256,8,Afiniti,B-ORGANIZATION
test,256,9,on,O
test,256,10,December,B-DATE
test,256,11,2025,I-DATE
test,256,12,.,O
test,257,1,The,O
test,257,2,FastAPI,B-DOMAIN_TERM
test,257,3,system,O
test,257,4,was,O
test,257,5,developed,O
test,257,6,by,O
test,257,7,Microsoft,B-ORGANIZATION
test,257,8,Pakistan,I-ORGANIZATION
test,257,9,in,O
test,257,10,Doha,B-LOCATION
test,257,11,.,O
test,258,1,Hamza,B-PERSON
test,258,2,Siddiqui,I-PERSON
test,258,3,used,O
test,258,4,multi,B-DOMAIN_TERM
test,258,5,agent,I-DOMAIN_TERM
test,258,6,systems,I-DOMAIN_TERM
test,258,7,to,O
test,258,8,improve,O
test,258,9,a,O
test,258,10,product,O
test,258,11,built,O
test,258,12,for,O
test,258,13,Pakistani,B-ORGANIZATION
test,258,14,Software,I-ORGANIZATION
test,258,15,Export,I-ORGANIZATION
test,258,16,Board,I-ORGANIZATION
test,258,17,.,O
test,259,1,Data,B-ORGANIZATION
test,259,2,Science,I-ORGANIZATION
test,259,3,Lab,I-ORGANIZATION
test,259,4,released,O
test,259,5,its,O
test,259,6,MLOps,B-DOMAIN_TERM
test,259,7,research,O
test,259,8,report,O
test,259,9,in,O
test,259,10,March,B-DATE
test,259,11,2026,I-DATE
test,259,12,.,O
test,260,1,Sana,B-PERSON
test,260,2,Javed,I-PERSON
test,260,3,moved,O
test,260,4,to,O
test,260,5,Silicon,B-LOCATION
test,260,6,Valley,I-LOCATION
test,260,7,in,O
test,260,8,5,B-DATE
test,260,9,May,I-DATE
test,260,10,2026,I-DATE
test,260,11,and,O
test,260,12,started,O
test,260,13,learning,O
test,260,14,LangChain,B-DOMAIN_TERM
test,260,15,.,O
test,261,1,Bilal,B-PERSON
test,261,2,Hussain,I-PERSON
test,261,3,joined,O
test,261,4,Data,B-ORGANIZATION
test,261,5,Science,I-ORGANIZATION
test,261,6,Lab,I-ORGANIZATION
test,261,7,in,O
test,261,8,Lahore,B-LOCATION
test,261,9,on,O
test,261,10,March,B-DATE
test,261,11,2026,I-DATE
test,261,12,to,O
test,261,13,work,O
test,261,14,on,O
test,261,15,multi,B-DOMAIN_TERM
test,261,16,agent,I-DOMAIN_TERM
test,261,17,systems,I-DOMAIN_TERM
test,261,18,.,O
test,262,1,Maryam,B-PERSON
test,262,2,Tariq,I-PERSON
test,262,3,presented,O
test,262,4,a,O
test,262,5,project,O
test,262,6,on,O
test,262,7,model,B-DOMAIN_TERM
test,262,8,fine,I-DOMAIN_TERM
test,262,9,tuning,I-DOMAIN_TERM
test,262,10,at,O
test,262,11,Data,B-ORGANIZATION
test,262,12,Science,I-ORGANIZATION
test,262,13,Lab,I-ORGANIZATION
test,262,14,during,O
test,262,15,September,B-DATE
test,262,16,2026,I-DATE
test,262,17,.,O
test,263,1,Data,B-ORGANIZATION
test,263,2,Science,I-ORGANIZATION
test,263,3,Lab,I-ORGANIZATION
test,263,4,announced,O
test,263,5,a,O
test,263,6,new,O
test,263,7,LangGraph,B-DOMAIN_TERM
test,263,8,team,O
test,263,9,in,O
test,263,10,Islamabad,B-LOCATION
test,263,11,on,O
test,263,12,December,B-DATE
test,263,13,2025,I-DATE
test,263,14,.,O
test,264,1,Nida,B-PERSON
test,264,2,Aslam,I-PERSON
test,264,3,is,O
test,264,4,an,O
test,264,5,engineer,O
test,264,6,from,O
test,264,7,Dubai,B-LOCATION
